dtregistro;municipio;confirmados;suspeitos;obitos
17-09-2021;Francisco Beltrão;101;185;2
18-09-2021;Francisco Beltrão;68;114;1
19-09-2021;Francisco Beltrão;48;91;1
20-09-2021;Francisco Beltrão;83;148;2
21-09-2021;Francisco Beltrão;104;176;1
22-09-2021;Francisco Beltrão;82;144;1
23-09-2021;Francisco Beltrão;69;126;1
24-09-2021;Francisco Beltrão;162;301;3
25-09-2021;Francisco Beltrão;73;138;0
26-09-2021;Francisco Beltrão;71;117;2
27-09-2021;Francisco Beltrão;140;279;0
28-09-2021;Francisco Beltrão;54;98;0
29-09-2021;Francisco Beltrão;70;129;1
30-09-2021;Francisco Beltrão;143;253;1
01-10-2021;Francisco Beltrão;47;77;1
02-10-2021;Francisco Beltrão;180;350;5
03-10-2021;Francisco Beltrão;154;282;3
04-10-2021;Francisco Beltrão;143;285;3
05-10-2021;Francisco Beltrão;147;264;2
06-10-2021;Francisco Beltrão;92;183;0
07-10-2021;Francisco Beltrão;95;165;0
08-10-2021;Francisco Beltrão;128;220;0
09-10-2021;Francisco Beltrão;124;209;2
10-10-2021;Francisco Beltrão;51;90;1
11-10-2021;Francisco Beltrão;55;97;0
12-10-2021;Francisco Beltrão;134;230;1
13-10-2021;Francisco Beltrão;101;198;1
14-10-2021;Francisco Beltrão;147;273;2
15-10-2021;Francisco Beltrão;94;161;2
16-10-2021;Francisco Beltrão;133;215;1
17-10-2021;Francisco Beltrão;166;326;0
18-10-2021;Francisco Beltrão;173;282;4
19-10-2021;Francisco Beltrão;69;129;2
20-10-2021;Francisco Beltrão;73;145;0
21-10-2021;Francisco Beltrão;86;142;1
22-10-2021;Francisco Beltrão;52;85;0
23-10-2021;Francisco Beltrão;175;292;1
24-10-2021;Francisco Beltrão;82;161;1
25-10-2021;Francisco Beltrão;155;292;2
26-10-2021;Francisco Beltrão;143;250;3
27-10-2021;Francisco Beltrão;110;200;1
28-10-2021;Francisco Beltrão;105;192;1
29-10-2021;Francisco Beltrão;110;176;0
30-10-2021;Francisco Beltrão;171;280;5
31-10-2021;Francisco Beltrão;103;173;2
01-11-2021;Francisco Beltrão;152;247;1
02-11-2021;Francisco Beltrão;164;293;0
03-11-2021;Francisco Beltrão;72;122;1
04-11-2021;Francisco Beltrão;63;118;2
05-11-2021;Francisco Beltrão;115;197;2
06-11-2021;Francisco Beltrão;85;152;1
07-11-2021;Francisco Beltrão;177;332;3
08-11-2021;Francisco Beltrão;177;295;2
09-11-2021;Francisco Beltrão;172;277;4
10-11-2021;Francisco Beltrão;82;160;2
11-11-2021;Francisco Beltrão;118;201;2
12-11-2021;Francisco Beltrão;111;198;3
13-11-2021;Francisco Beltrão;104;183;3
14-11-2021;Francisco Beltrão;103;190;2
15-11-2021;Francisco Beltrão;96;161;1
16-11-2021;Francisco Beltrão;55;98;2
17-11-2021;Francisco Beltrão;77;133;1
18-11-2021;Francisco Beltrão;178;350;2
19-11-2021;Francisco Beltrão;100;192;0
20-11-2021;Francisco Beltrão;173;282;3
21-11-2021;Francisco Beltrão;131;243;4
22-11-2021;Francisco Beltrão;135;233;3
23-11-2021;Francisco Beltrão;169;332;2
24-11-2021;Francisco Beltrão;54;105;2
25-11-2021;Francisco Beltrão;71;133;1
26-11-2021;Francisco Beltrão;177;287;5
27-11-2021;Francisco Beltrão;84;147;1
28-11-2021;Francisco Beltrão;171;275;5
29-11-2021;Francisco Beltrão;143;251;3
30-11-2021;Francisco Beltrão;50;92;0
01-12-2021;Francisco Beltrão;99;187;1
02-12-2021;Francisco Beltrão;149;265;3
03-12-2021;Francisco Beltrão;155;284;3
04-12-2021;Francisco Beltrão;140;255;1
05-12-2021;Francisco Beltrão;136;263;2
06-12-2021;Francisco Beltrão;71;140;1
07-12-2021;Francisco Beltrão;73;138;1
08-12-2021;Francisco Beltrão;83;162;1
09-12-2021;Francisco Beltrão;111;192;0
10-12-2021;Francisco Beltrão;176;293;1
11-12-2021;Francisco Beltrão;99;166;3
12-12-2021;Francisco Beltrão;176;323;1
13-12-2021;Francisco Beltrão;92;179;2
14-12-2021;Francisco Beltrão;46;88;1
15-12-2021;Francisco Beltrão;86;160;1
16-12-2021;Francisco Beltrão;116;197;2
17-12-2021;Francisco Beltrão;73;131;0
18-12-2021;Francisco Beltrão;123;204;4
19-12-2021;Francisco Beltrão;131;252;4
20-12-2021;Francisco Beltrão;59;116;1
21-12-2021;Francisco Beltrão;126;246;1
22-12-2021;Francisco Beltrão;115;189;0
23-12-2021;Francisco Beltrão;146;263;3
24-12-2021;Francisco Beltrão;181;346;4
25-12-2021;Francisco Beltrão;56;101;1
26-12-2021;Francisco Beltrão;155;267;0
27-12-2021;Francisco Beltrão;132;253;0
28-12-2021;Francisco Beltrão;116;197;3
29-12-2021;Francisco Beltrão;143;259;2
30-12-2021;Francisco Beltrão;51;87;1
31-12-2021;Francisco Beltrão;171;333;4
01-01-2022;Francisco Beltrão;56;100;0
02-01-2022;Francisco Beltrão;132;214;1
03-01-2022;Francisco Beltrão;176;316;1
04-01-2022;Francisco Beltrão;121;240;1
05-01-2022;Francisco Beltrão;161;262;3
06-01-2022;Francisco Beltrão;81;137;2
07-01-2022;Francisco Beltrão;103;173;2
08-01-2022;Francisco Beltrão;160;290;1
09-01-2022;Francisco Beltrão;134;222;1
10-01-2022;Francisco Beltrão;124;229;1
11-01-2022;Francisco Beltrão;59;107;1
12-01-2022;Francisco Beltrão;136;246;4
13-01-2022;Francisco Beltrão;141;259;3
14-01-2022;Francisco Beltrão;93;161;0
15-01-2022;Francisco Beltrão;135;264;0
16-01-2022;Francisco Beltrão;125;220;1
17-01-2022;Francisco Beltrão;70;122;1
18-01-2022;Francisco Beltrão;112;182;3
19-01-2022;Francisco Beltrão;134;245;3
20-01-2022;Francisco Beltrão;149;296;3
21-01-2022;Francisco Beltrão;164;305;3
22-01-2022;Francisco Beltrão;174;336;2
23-01-2022;Francisco Beltrão;109;185;2
24-01-2022;Francisco Beltrão;116;201;1
25-01-2022;Francisco Beltrão;177;296;5
26-01-2022;Francisco Beltrão;140;253;4
27-01-2022;Francisco Beltrão;108;186;3
28-01-2022;Francisco Beltrão;58;103;2
29-01-2022;Francisco Beltrão;124;198;4
30-01-2022;Francisco Beltrão;58;104;1
31-01-2022;Francisco Beltrão;124;209;0
01-02-2022;Francisco Beltrão;65;129;1
02-02-2022;Francisco Beltrão;61;115;0
03-02-2022;Francisco Beltrão;140;244;2
04-02-2022;Francisco Beltrão;175;338;0
05-02-2022;Francisco Beltrão;83;133;2
06-02-2022;Francisco Beltrão;62;103;1
07-02-2022;Francisco Beltrão;50;93;0
08-02-2022;Francisco Beltrão;88;169;2
09-02-2022;Francisco Beltrão;116;203;1
10-02-2022;Francisco Beltrão;59;111;0
11-02-2022;Francisco Beltrão;182;320;2
12-02-2022;Francisco Beltrão;57;92;1
13-02-2022;Francisco Beltrão;175;290;2
14-02-2022;Francisco Beltrão;85;139;1
15-02-2022;Francisco Beltrão;145;244;4
16-02-2022;Francisco Beltrão;123;215;2
17-02-2022;Francisco Beltrão;150;282;4
18-02-2022;Francisco Beltrão;168;335;1
19-02-2022;Francisco Beltrão;97;159;1
20-02-2022;Francisco Beltrão;169;334;4
21-02-2022;Francisco Beltrão;171;334;2
22-02-2022;Francisco Beltrão;46;74;1
23-02-2022;Francisco Beltrão;70;123;1
24-02-2022;Francisco Beltrão;119;229;0
25-02-2022;Francisco Beltrão;115;229;3
26-02-2022;Francisco Beltrão;73;126;2
27-02-2022;Francisco Beltrão;161;307;3
28-02-2022;Francisco Beltrão;139;245;0
01-03-2022;Francisco Beltrão;111;179;0
02-03-2022;Francisco Beltrão;54;106;2
03-03-2022;Francisco Beltrão;73;122;1
04-03-2022;Francisco Beltrão;117;192;2
05-03-2022;Francisco Beltrão;63;115;1
06-03-2022;Francisco Beltrão;140;271;2
07-03-2022;Francisco Beltrão;132;259;2
08-03-2022;Francisco Beltrão;130;209;2
09-03-2022;Francisco Beltrão;106;186;2
10-03-2022;Francisco Beltrão;109;212;1
11-03-2022;Francisco Beltrão;122;205;2
12-03-2022;Francisco Beltrão;172;285;1
13-03-2022;Francisco Beltrão;168;296;5
14-03-2022;Francisco Beltrão;46;78;1
15-03-2022;Francisco Beltrão;112;211;1
16-03-2022;Francisco Beltrão;90;158;1
17-03-2022;Francisco Beltrão;75;150;2
18-03-2022;Francisco Beltrão;178;299;4
19-03-2022;Francisco Beltrão;177;324;5
20-03-2022;Francisco Beltrão;104;180;1
21-03-2022;Francisco Beltrão;151;259;4
22-03-2022;Francisco Beltrão;67;128;2
23-03-2022;Francisco Beltrão;75;131;2
24-03-2022;Francisco Beltrão;170;274;1
25-03-2022;Francisco Beltrão;135;249;1
26-03-2022;Francisco Beltrão;53;90;2
27-03-2022;Francisco Beltrão;165;314;3
28-03-2022;Francisco Beltrão;75;129;1
29-03-2022;Francisco Beltrão;167;318;5
30-03-2022;Francisco Beltrão;146;258;3
31-03-2022;Francisco Beltrão;149;253;0
01-04-2022;Francisco Beltrão;66;126;0
02-04-2022;Francisco Beltrão;116;221;3
03-04-2022;Francisco Beltrão;170;287;4
04-04-2022;Francisco Beltrão;123;233;1
05-04-2022;Francisco Beltrão;173;336;3
06-04-2022;Francisco Beltrão;72;139;1
07-04-2022;Francisco Beltrão;151;270;2
08-04-2022;Francisco Beltrão;142;284;0
09-04-2022;Francisco Beltrão;111;183;3
10-04-2022;Francisco Beltrão;171;336;1
11-04-2022;Francisco Beltrão;49;83;1
12-04-2022;Francisco Beltrão;69;122;1
13-04-2022;Francisco Beltrão;164;274;2
14-04-2022;Francisco Beltrão;166;285;5
15-04-2022;Francisco Beltrão;129;228;0
16-04-2022;Francisco Beltrão;174;303;1
17-04-2022;Francisco Beltrão;104;184;2
18-04-2022;Francisco Beltrão;167;270;5
19-04-2022;Francisco Beltrão;55;88;0
20-04-2022;Francisco Beltrão;133;230;1
21-04-2022;Francisco Beltrão;118;230;0
22-04-2022;Francisco Beltrão;49;95;1
23-04-2022;Francisco Beltrão;108;194;0
24-04-2022;Francisco Beltrão;77;142;0
25-04-2022;Francisco Beltrão;135;241;4
26-04-2022;Francisco Beltrão;159;273;4
27-04-2022;Francisco Beltrão;99;182;2
28-04-2022;Francisco Beltrão;125;202;1
29-04-2022;Francisco Beltrão;95;175;1
20-01-2020;Pato Branco;165;283;1
21-01-2020;Pato Branco;128;241;0
22-01-2020;Pato Branco;107;177;1
23-01-2020;Pato Branco;83;138;1
24-01-2020;Pato Branco;46;77;1
25-01-2020;Pato Branco;64;107;1
26-01-2020;Pato Branco;71;114;2
27-01-2020;Pato Branco;101;180;3
28-01-2020;Pato Branco;77;150;2
29-01-2020;Pato Branco;126;248;1
30-01-2020;Pato Branco;108;200;2
31-01-2020;Pato Branco;77;139;1
01-02-2020;Pato Branco;77;125;2
02-02-2020;Pato Branco;123;198;2
03-02-2020;Pato Branco;131;223;3
04-02-2020;Pato Branco;117;202;3
05-02-2020;Pato Branco;65;120;1
06-02-2020;Pato Branco;73;131;1
07-02-2020;Pato Branco;131;254;0
08-02-2020;Pato Branco;96;169;1
09-02-2020;Pato Branco;102;196;3
10-02-2020;Pato Branco;135;269;0
11-02-2020;Pato Branco;47;91;0
12-02-2020;Pato Branco;78;152;1
13-02-2020;Pato Branco;79;139;1
14-02-2020;Pato Branco;87;159;1
15-02-2020;Pato Branco;43;80;0
16-02-2020;Pato Branco;63;123;0
17-02-2020;Pato Branco;157;295;3
18-02-2020;Pato Branco;135;261;3
19-02-2020;Pato Branco;97;185;3
20-02-2020;Pato Branco;81;138;1
21-02-2020;Pato Branco;51;83;1
22-02-2020;Pato Branco;110;220;1
23-02-2020;Pato Branco;163;287;4
24-02-2020;Pato Branco;88;175;0
25-02-2020;Pato Branco;147;238;1
26-02-2020;Pato Branco;98;180;3
27-02-2020;Pato Branco;73;146;1
28-02-2020;Pato Branco;116;217;1
29-02-2020;Pato Branco;139;245;0
01-03-2020;Pato Branco;159;296;2
02-03-2020;Pato Branco;48;87;1
03-03-2020;Pato Branco;55;101;1
04-03-2020;Pato Branco;52;89;1
05-03-2020;Pato Branco;164;294;2
06-03-2020;Pato Branco;164;278;2
07-03-2020;Pato Branco;82;139;2
08-03-2020;Pato Branco;99;195;3
09-03-2020;Pato Branco;63;122;1
10-03-2020;Pato Branco;164;301;2
11-03-2020;Pato Branco;47;93;1
12-03-2020;Pato Branco;83;164;1
13-03-2020;Pato Branco;67;111;2
14-03-2020;Pato Branco;71;141;1
15-03-2020;Pato Branco;103;193;1
16-03-2020;Pato Branco;79;137;1
17-03-2020;Pato Branco;90;163;2
18-03-2020;Pato Branco;50;98;1
19-03-2020;Pato Branco;103;197;3
20-03-2020;Pato Branco;72;121;2
21-03-2020;Pato Branco;117;192;3
22-03-2020;Pato Branco;56;96;0
23-03-2020;Pato Branco;150;251;2
24-03-2020;Pato Branco;74;138;1
25-03-2020;Pato Branco;44;80;0
26-03-2020;Pato Branco;141;251;4
27-03-2020;Pato Branco;86;149;1
28-03-2020;Pato Branco;130;255;3
29-03-2020;Pato Branco;93;149;2
30-03-2020;Pato Branco;116;201;1
31-03-2020;Pato Branco;116;225;2
01-04-2020;Pato Branco;47;85;1
02-04-2020;Pato Branco;68;131;1
03-04-2020;Pato Branco;96;157;2
04-04-2020;Pato Branco;43;78;1
05-04-2020;Pato Branco;51;93;0
06-04-2020;Pato Branco;135;231;4
07-04-2020;Pato Branco;76;141;1
08-04-2020;Pato Branco;48;93;1
09-04-2020;Pato Branco;108;199;2
10-04-2020;Pato Branco;140;238;4
11-04-2020;Pato Branco;141;260;1
12-04-2020;Pato Branco;95;161;3
13-04-2020;Pato Branco;102;203;1
14-04-2020;Pato Branco;131;244;2
15-04-2020;Pato Branco;73;130;2
16-04-2020;Pato Branco;60;110;0
17-04-2020;Pato Branco;93;169;3
18-04-2020;Pato Branco;44;83;1
19-04-2020;Pato Branco;64;115;0
20-04-2020;Pato Branco;55;99;0
21-04-2020;Pato Branco;81;147;1
22-04-2020;Pato Branco;131;249;3
23-04-2020;Pato Branco;135;218;0
24-04-2020;Pato Branco;153;278;2
25-04-2020;Pato Branco;43;76;1
26-04-2020;Pato Branco;114;186;3
27-04-2020;Pato Branco;158;281;4
28-04-2020;Pato Branco;160;300;1
29-04-2020;Pato Branco;142;239;2
30-04-2020;Pato Branco;131;229;2
01-05-2020;Pato Branco;43;83;0
02-05-2020;Pato Branco;123;240;2
03-05-2020;Pato Branco;158;277;1
04-05-2020;Pato Branco;63;107;1
05-05-2020;Pato Branco;47;83;1
06-05-2020;Pato Branco;120;199;1
07-05-2020;Pato Branco;78;129;1
08-05-2020;Pato Branco;47;84;1
09-05-2020;Pato Branco;132;242;1
10-05-2020;Pato Branco;157;294;2
11-05-2020;Pato Branco;122;199;0
12-05-2020;Pato Branco;57;112;1
13-05-2020;Pato Branco;92;156;2
14-05-2020;Pato Branco;80;155;2
15-05-2020;Pato Branco;133;241;0
16-05-2020;Pato Branco;48;88;0
17-05-2020;Pato Branco;58;96;0
18-05-2020;Pato Branco;141;265;0
19-05-2020;Pato Branco;42;82;1
20-05-2020;Pato Branco;150;275;4
21-05-2020;Pato Branco;121;236;1
22-05-2020;Pato Branco;51;86;1
23-05-2020;Pato Branco;80;159;0
24-05-2020;Pato Branco;58;102;2
25-05-2020;Pato Branco;60;117;1
26-05-2020;Pato Branco;85;168;0
27-05-2020;Pato Branco;66;108;1
28-05-2020;Pato Branco;162;300;1
29-05-2020;Pato Branco;146;274;3
30-05-2020;Pato Branco;139;267;2
31-05-2020;Pato Branco;79;145;0
01-06-2020;Pato Branco;133;262;1
02-06-2020;Pato Branco;89;155;0
03-06-2020;Pato Branco;113;222;3
04-06-2020;Pato Branco;149;288;2
05-06-2020;Pato Branco;148;267;4
06-06-2020;Pato Branco;80;130;2
07-06-2020;Pato Branco;114;218;3
08-06-2020;Pato Branco;113;217;2
09-06-2020;Pato Branco;43;73;0
10-06-2020;Pato Branco;119;206;1
11-06-2020;Pato Branco;91;161;0
12-06-2020;Pato Branco;69;135;0
13-06-2020;Pato Branco;135;264;2
14-06-2020;Pato Branco;162;299;4
15-06-2020;Pato Branco;159;256;2
16-06-2020;Pato Branco;136;257;2
17-06-2020;Pato Branco;60;105;2
18-06-2020;Pato Branco;65;130;2
19-06-2020;Pato Branco;117;223;1
20-06-2020;Pato Branco;105;188;1
21-06-2020;Pato Branco;43;69;0
22-06-2020;Pato Branco;142;270;4
23-06-2020;Pato Branco;53;91;1
24-06-2020;Pato Branco;92;178;2
25-06-2020;Pato Branco;80;159;1
26-06-2020;Pato Branco;143;258;1
27-06-2020;Pato Branco;122;224;1
28-06-2020;Pato Branco;162;298;1
29-06-2020;Pato Branco;97;182;2
30-06-2020;Pato Branco;45;74;0
01-07-2020;Pato Branco;97;192;3
02-07-2020;Pato Branco;137;243;1
03-07-2020;Pato Branco;115;199;2
04-07-2020;Pato Branco;134;268;1
05-07-2020;Pato Branco;145;256;1
06-07-2020;Pato Branco;120;210;3
07-07-2020;Pato Branco;94;152;0
08-07-2020;Pato Branco;89;169;0
09-07-2020;Pato Branco;129;226;2
10-07-2020;Pato Branco;165;312;0
11-07-2020;Pato Branco;105;172;2
12-07-2020;Pato Branco;162;315;3
13-07-2020;Pato Branco;115;185;1
14-07-2020;Pato Branco;45;89;1
15-07-2020;Pato Branco;157;280;2
16-07-2020;Pato Branco;145;260;1
17-07-2020;Pato Branco;99;163;1
18-07-2020;Pato Branco;61;99;1
19-07-2020;Pato Branco;123;237;2
20-07-2020;Pato Branco;134;236;0
21-07-2020;Pato Branco;66;124;2
22-07-2020;Pato Branco;138;230;4
23-07-2020;Pato Branco;90;165;1
24-07-2020;Pato Branco;62;104;1
25-07-2020;Pato Branco;108;174;1
26-07-2020;Pato Branco;125;228;2
27-07-2020;Pato Branco;155;297;3
28-07-2020;Pato Branco;161;289;0
29-07-2020;Pato Branco;64;117;0
30-07-2020;Pato Branco;71;136;2
31-07-2020;Pato Branco;160;284;1
01-08-2020;Pato Branco;142;263;1
02-08-2020;Pato Branco;125;217;1
03-08-2020;Pato Branco;111;207;1
04-08-2020;Pato Branco;62;104;1
05-08-2020;Pato Branco;165;277;0
06-08-2020;Pato Branco;70;132;1
07-08-2020;Pato Branco;120;214;3
08-08-2020;Pato Branco;62;122;2
09-08-2020;Pato Branco;124;205;2
10-08-2020;Pato Branco;142;246;2
11-08-2020;Pato Branco;87;159;0
12-08-2020;Pato Branco;48;85;0
13-08-2020;Pato Branco;153;288;1
14-08-2020;Pato Branco;48;77;1
15-08-2020;Pato Branco;149;248;3
16-08-2020;Pato Branco;126;240;4
17-08-2020;Pato Branco;87;157;1
18-08-2020;Pato Branco;73;144;2
19-08-2020;Pato Branco;158;258;4
20-08-2020;Pato Branco;94;182;1
21-08-2020;Pato Branco;152;247;4
22-08-2020;Pato Branco;103;198;1
23-08-2020;Pato Branco;161;273;4
24-08-2020;Pato Branco;55;102;0
25-08-2020;Pato Branco;117;191;2
26-08-2020;Pato Branco;118;224;0
27-08-2020;Pato Branco;141;272;4
28-08-2020;Pato Branco;71;129;1
29-08-2020;Pato Branco;64;112;1
30-08-2020;Pato Branco;101;164;0
31-08-2020;Pato Branco;57;106;1
01-09-2020;Pato Branco;65;109;0
02-09-2020;Pato Branco;49;90;1
03-09-2020;Pato Branco;75;122;2
04-09-2020;Pato Branco;137;222;0
05-09-2020;Pato Branco;138;228;3
06-09-2020;Pato Branco;128;218;1
07-09-2020;Pato Branco;146;274;3
08-09-2020;Pato Branco;150;253;2
09-09-2020;Pato Branco;89;155;1
10-09-2020;Pato Branco;110;192;1
11-09-2020;Pato Branco;142;277;3
12-09-2020;Pato Branco;148;282;2
13-09-2020;Pato Branco;156;302;1
14-09-2020;Pato Branco;60;119;1
15-09-2020;Pato Branco;82;140;2
16-09-2020;Pato Branco;77;130;0
17-09-2020;Pato Branco;128;252;0
18-09-2020;Pato Branco;150;269;0
19-09-2020;Pato Branco;149;243;2
20-09-2020;Pato Branco;143;255;0
21-09-2020;Pato Branco;100;178;2
22-09-2020;Pato Branco;89;156;0
23-09-2020;Pato Branco;159;276;3
24-09-2020;Pato Branco;80;157;1
25-09-2020;Pato Branco;58;99;1
26-09-2020;Pato Branco;102;193;3
27-09-2020;Pato Branco;114;220;3
28-09-2020;Pato Branco;142;283;1
29-09-2020;Pato Branco;140;231;2
30-09-2020;Pato Branco;112;195;2
01-10-2020;Pato Branco;87;141;0
02-10-2020;Pato Branco;158;273;2
03-10-2020;Pato Branco;108;203;2
04-10-2020;Pato Branco;79;151;1
05-10-2020;Pato Branco;120;195;1
06-10-2020;Pato Branco;163;295;0
07-10-2020;Pato Branco;141;242;0
08-10-2020;Pato Branco;145;237;3
09-10-2020;Pato Branco;126;234;2
10-10-2020;Pato Branco;105;178;3
11-10-2020;Pato Branco;151;246;2
12-10-2020;Pato Branco;154;277;2
13-10-2020;Pato Branco;62;123;1
14-10-2020;Pato Branco;163;307;2
15-10-2020;Pato Branco;137;226;3
16-10-2020;Pato Branco;134;220;0
17-10-2020;Pato Branco;147;278;1
18-10-2020;Pato Branco;71;121;0
19-10-2020;Pato Branco;115;208;2
20-10-2020;Pato Branco;131;241;3
21-10-2020;Pato Branco;115;198;2
22-10-2020;Pato Branco;43;83;0
23-10-2020;Pato Branco;158;300;3
24-10-2020;Pato Branco;154;291;2
25-10-2020;Pato Branco;95;188;0
26-10-2020;Pato Branco;144;251;2
27-10-2020;Pato Branco;109;201;1
28-10-2020;Pato Branco;62;118;0
29-10-2020;Pato Branco;103;191;2
30-10-2020;Pato Branco;87;147;1
31-10-2020;Pato Branco;150;270;1
01-11-2020;Pato Branco;70;128;1
02-11-2020;Pato Branco;69;129;1
03-11-2020;Pato Branco;92;159;0
04-11-2020;Pato Branco;67;128;1
05-11-2020;Pato Branco;73;140;0
06-11-2020;Pato Branco;110;210;1
07-11-2020;Pato Branco;70;127;2
08-11-2020;Pato Branco;78;149;1
09-11-2020;Pato Branco;75;127;0
10-11-2020;Pato Branco;148;246;3
11-11-2020;Pato Branco;84;165;0
12-11-2020;Pato Branco;106;209;1
13-11-2020;Pato Branco;139;252;2
14-11-2020;Pato Branco;45;76;0
15-11-2020;Pato Branco;134;244;3
16-11-2020;Pato Branco;166;324;1
17-11-2020;Pato Branco;79;132;1
18-11-2020;Pato Branco;140;233;1
19-11-2020;Pato Branco;65;108;1
20-11-2020;Pato Branco;111;190;2
21-11-2020;Pato Branco;91;155;1
22-11-2020;Pato Branco;116;208;3
23-11-2020;Pato Branco;73;129;1
24-11-2020;Pato Branco;112;204;1
25-11-2020;Pato Branco;128;256;3
26-11-2020;Pato Branco;154;286;1
27-11-2020;Pato Branco;55;95;1
28-11-2020;Pato Branco;44;82;1
29-11-2020;Pato Branco;108;201;2
30-11-2020;Pato Branco;165;309;2
01-12-2020;Pato Branco;57;95;1
02-12-2020;Pato Branco;134;223;0
03-12-2020;Pato Branco;98;168;1
04-12-2020;Pato Branco;68;110;2
05-12-2020;Pato Branco;85;140;2
06-12-2020;Pato Branco;93;171;1
07-12-2020;Pato Branco;53;93;1
08-12-2020;Pato Branco;132;218;1
09-12-2020;Pato Branco;131;210;1
10-12-2020;Pato Branco;53;87;1
11-12-2020;Pato Branco;116;216;2
12-12-2020;Pato Branco;98;157;0
13-12-2020;Pato Branco;77;148;1
14-12-2020;Pato Branco;83;136;0
15-12-2020;Pato Branco;80;159;1
16-12-2020;Pato Branco;118;198;0
17-12-2020;Pato Branco;155;265;5
18-12-2020;Pato Branco;94;167;1
19-12-2020;Pato Branco;125;200;3
20-12-2020;Pato Branco;119;237;2
21-12-2020;Pato Branco;131;231;0
22-12-2020;Pato Branco;118;194;1
23-12-2020;Pato Branco;156;258;1
24-12-2020;Pato Branco;114;208;1
25-12-2020;Pato Branco;147;254;2
26-12-2020;Pato Branco;101;175;2
27-12-2020;Pato Branco;47;88;0
28-12-2020;Pato Branco;70;125;1
29-12-2020;Pato Branco;84;159;2
30-12-2020;Pato Branco;124;208;2
31-12-2020;Pato Branco;134;231;1
01-01-2021;Pato Branco;52;84;0
02-01-2021;Pato Branco;82;133;1
03-01-2021;Pato Branco;74;135;0
04-01-2021;Pato Branco;154;267;0
05-01-2021;Pato Branco;146;256;2
06-01-2021;Pato Branco;49;93;0
07-01-2021;Pato Branco;139;251;1
08-01-2021;Pato Branco;54;102;0
09-01-2021;Pato Branco;151;290;2
10-01-2021;Pato Branco;56;109;1
11-01-2021;Pato Branco;78;129;2
12-01-2021;Pato Branco;162;306;1
13-01-2021;Pato Branco;125;213;1
14-01-2021;Pato Branco;80;154;1
15-01-2021;Pato Branco;81;137;2
16-01-2021;Pato Branco;107;200;1
17-01-2021;Pato Branco;129;251;1
18-01-2021;Pato Branco;160;271;2
19-01-2021;Pato Branco;123;240;1
20-01-2021;Pato Branco;139;228;1
21-01-2021;Pato Branco;118;236;2
22-01-2021;Pato Branco;118;211;2
23-01-2021;Pato Branco;116;214;3
24-01-2021;Pato Branco;47;76;1
25-01-2021;Pato Branco;87;170;2
26-01-2021;Pato Branco;71;122;1
